category,product,price,rating,rating_score,answered_questions,favorite,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,image_name
laptop,"Huawei Matebook D15 Intel Core I7 1195g7 16gb 512gb Ssd Windows 11 Home 15.6"" Fhd BoDE-WFE9AL",22.399 TL,62,4.8,270,6414 Favori,İşlemci Tipi | Intel Core i7,Ram (Sistem Belleği) | 16 GB,SSD Kapasitesi | 512 GB,İşletim Sistemi | Windows,Ekran Kartı | Intel Iris Graphics,"Ekran Boyutu | 15,6 inç",Çözünürlük | 1920 x 1080,Kullanım Amacı | Ofis - İş,laptop_image_0.png
television,ONVO Ov24150 24 Inç 60 Cm Hd Ready Android Smart Led Tv OV24150,3.848 TL,52,4.3,62,2016 Favori,"Ekran Boyutu | 24"" / 61 Ekran",Görüntü Kalitesi | HD Ready,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Onvo Garantili,Çözünürlük (Piksel) | 1366 x 768,television_image_470.png
television,Grundig 50 Ghu 7000 B Uydu Alıcılı Uhd Android Led Tv AP2T00,11.499 TL,16,4.8,44,1040 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Grundig Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_471.png
television,"Axen AX24LEDE09-B 24"" 61 Ekran Uydu Alıcılı HD Ready LED TV",2.934 TL,68,4.6,132,1761 Favori,"Ekran Boyutu | 24"" / 61 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Resmi Distribütör Garantili,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Smart TV | Yok,Renk | Beyaz,television_image_472.png
television,Samsung 65cu8500 Ultra Hd Tv 65CU8500,31.379 TL,2,5.0,9,159 Favori,"Ekran Boyutu | 65"" / 165 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Samsung TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_473.png
television,"FOBEM Mt43es4000 43"" 108 Ekran Android Smart Full Hd Led Tv EVİMALEM3511","5.824,22 TL",9,4.7,39,482 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | Full HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1920 x 1080,television_image_474.png
television,"Samsung 50CU7000 50"" 127 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV",16.955 TL,17,4.1,59,2009 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Samsung TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_475.png
television,"TCL 98C735 98"" 248 Ekran Uydu Alıcılı 4K Ultra HD Google Smart QLED TV TV-C735",136.510 TL,,,3,69 Favori,Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | QLED,Garanti Süresi | 2 Yıl,"Ekran Boyutu | 98"" / 248 Ekran",Çözünürlük (Piksel) | 3840 x 2160,television_image_476.png
television,Regal 50R755UA11 50'' 127 Ekran Uydu Alıcılı 4K Ultra HD Android Smart LED TV,9.810 TL,23,4.1,70,521 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Renk | Siyah,Wi-Fi Özelliği | Yok,television_image_477.png
television,"Telenova 32d4001 32"" 82 Ekran Led Uydu Alıcılı Tv Hd Ready P1038S6596","3.176,74 TL",10,4.4,22,445 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Telenova Garantili,Çözünürlük (Piksel) | 1366 x 768,Smart TV | Yok,television_image_478.png
television,ONVO OV55500 55” UYDU ALICILI LED TV VVTONV0015,10.199 TL,,,5,,Görüntü Kalitesi | Full HD,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Ekran Boyutu | 55'' / 138 Ekran,Garanti Tipi | Onvo Garantili,Smart TV | Yok,Renk | Siyah,television_image_479.png
television,"VESTEL 55UA9090 55"" 139 Ekran Android Smart 4K Ultra HD TV",15.700 TL,52,4.6,154,934 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Vestel Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_480.png
television,"Telenova 32nd4001 32"" Led Uydu Alıcılı Tv 32ND4001",3.499 TL,35,4.2,49,953 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Telenova Garantili,Çözünürlük (Piksel) | 1366 x 768,Smart TV | Yok,television_image_481.png
television,VESTEL 65U9631 65'' 164 Ekran 4K Smart TV 20278117,15.949 TL,7,4.4,38,650 Favori,"Ekran Boyutu | 65"" / 165 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Garanti Süresi | 3 Yıl,Görüntüleme Teknolojisi | DLED,Renk | Siyah,television_image_482.png
television,"Axen AX24LEDE09 24"" 61 Ekran HD Ready Uydu Alıcılı LED TV",2.929 TL,,,,,"Ekran Boyutu | 24"" / 61 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Resmi Distribütör Garantili,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1366 x 768,Smart TV | Yok,television_image_483.png
television,VESTEL 24HA9520RB 24'' 61 Ekran Uydu Alıcılı HD Ready Stream Android LED TV,7.999 TL,40,4.7,131,13532 Favori,"Ekran Boyutu | 24"" / 61 Ekran",Görüntü Kalitesi | HD Ready,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Renk | Bordo,Wi-Fi Özelliği | Var,television_image_484.png
television,"Philips 50PUS7556 50"" 127 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV",14.499 TL,27,4.0,106,1101 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Philips TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_485.png
television,VESTEL 55QA9700 55'' 139 Ekran Uydu Alıcılı 4K Ultra HD Android Smart QLED TV,17.199 TL,82,4.5,159,1507 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | QLED,Garanti Süresi | 3 Yıl,Renk | Siyah,television_image_486.png
television,Altus Al43 Fhd 6523 Full Hd Android Tv 2023 Sürüm 88776655441,7.049 TL,3,4.7,12,185 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | Full HD,Garanti Tipi | Arçelik Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 1920 x 1080,television_image_487.png
television,ONVO OV50500 50” UYDU ALICILI LED TV VVTONV0014,9.499 TL,3,5.0,18,226 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | Full HD,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Onvo Garantili,Smart TV | Yok,Renk | Siyah,television_image_488.png
television,"LG 65UR91006 65"" 165 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV",30.999 TL,3,3.7,20,544 Favori,"Ekran Boyutu | 65"" / 165 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | LG TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_489.png
television,"Strong Mt50es8000f 50"" 127 Ekran Uydu Alıcılı 4k Ultra Hd Wifili Ultra Ince Çerçeve Android Smart Tv MT50ES8000F",8.046 TL,2,3.0,33,217 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Renk | Siyah,television_image_490.png
television,"Philips 43PUS7607 43"" 109 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV TV-PUS7607",9.934 TL,19,4.4,62,1340 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Philips TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_491.png
television,"Dijitsu 43ds9800 43"" 108 Ekran Android Smart Led Full Hd Tv Uyumlu 110017491",6.299 TL,88,4.3,193,2990 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | Full HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Dijitsu Garantili,Renk | Çok Renkli,television_image_492.png
television,"AWOX B213200 32"" 81 Ekran Uydu Alıcılı HD Ready LED TV",3.549 TL,54,4.5,77,1181 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Resmi Distribütör Garantili,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1366 x 768,Smart TV | Yok,television_image_493.png
television,"Samsung 55AU7000 55"" 139 Ekran Uydu Alıcılı Crystal 4K Ultra HD Smart LED TV TV-AU7000",24.750 TL,741,4.7,1645,20949 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Samsung TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_494.png
television,Altus AL55 UHD 9823 Google TV Ultra HD(4K) 2023 SÜRÜM,12.750 TL,,,,,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Arçelik Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_495.png
television,"Toshiba 32LL3C63DT/2 32"" 81 Ekran Uydu Alıcılı Full HD Smart LED TV",5.499 TL,9,4.9,23,274 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | Full HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 1920 x 1080,television_image_496.png
television,"Grundig 50ghu8500a 50"" 126 Ekran 4k Uhd Smart Google Tv 110017545",13.099 TL,2,5.0,13,168 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Grundig Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Renk | Çok Renkli,television_image_497.png
television,Axen AX24LEDE6681 24” 61 Ekran Uydu Alıcılı HD Ready Smart LED TV,3.999 TL,,,,,"Ekran Boyutu | 24"" / 61 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1366 x 768,television_image_498.png
television,"ONVO 32OV6000H 32"" Hd Ready Android Smart Led Tv 8682655702106",4.399 TL,,,16,72 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Renk | Siyah,television_image_499.png
television,"VESTEL 43F9510 43"" 108 Ekran Uydu Alıcılı Full HD Smart LED TV",8.199 TL,367,4.5,788,7682 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | Full HD,Garanti Tipi | Vestel Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1920 x 1080,television_image_500.png
television,"Strong Mt55es8000f 55"" 140 Ekr. Uydu Alıcılı 4k Ultra Hd Wifili Ultra Ince Çerçeve Android Smart Tv MT55ES8000F",9.539 TL,10,4.1,60,490 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Garanti Süresi | 2 Yıl,Renk | Siyah,Wi-Fi Özelliği | Var,Kurulum Gerekli mi? | Evet,television_image_501.png
television,ONVO Ov75f500 75'' Ultra Hd Webos Smart Led Tv OV75F500,21.799 TL,13,3.1,60,773 Favori,"Ekran Boyutu | 75"" / 190 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Onvo Garantili,Çözünürlük (Piksel) | 3840 x 2160,television_image_502.png
television,"Toshiba 24WL2C63DT/2 24"" 61 Ekran Uydu Alıcılı HD Ready Smart LED TV",4.499 TL,15,4.5,19,532 Favori,"Ekran Boyutu | 24"" / 61 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Vestel Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 1366 x 768,television_image_503.png
television,"VESTEL 50"" 127 Ekran UltraHD 4K Smart LED TV (İhracat Ürünü) 50HL7530U",10.999 TL,9,3.4,19,475 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Vestel Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,Görüntüleme Teknolojisi | DLED,television_image_504.png
television,Nordmende NM50351 50'' 127 Ekran Uydu Alıcılı 4K Ultra HD Smart LED TV,10.500 TL,49,4.2,93,702 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Onvo Garantili,Çözünürlük (Piksel) | 3840 x 2160,television_image_505.png
television,"TCL 50P735 50"" 127 Ekran Uydu Alıcılı 4K Ultra HD Google LED TV TV-P735",13.559 TL,15,3.9,40,514 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_506.png
television,"TCL 55C635 55"" 139 Ekran Uydu Alıcılı 4K Ultra HD Google Smart QLED TV TV-C635",19.539 TL,14,4.1,58,816 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Görüntüleme Teknolojisi | QLED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,Dahili Uydu Alıcı | Yok,television_image_507.png
television,"LG 55UR81006LJ 55"" 139 Ekran Uydu Alıcılı 4K Ultra HD Smart WebOS LED TV",22.279 TL,6,5.0,31,568 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | LG TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Renk | Siyah,television_image_508.png
television,"VESTEL 32H8500 32"" 81 Ekran Uydu Alıcılı HD Ready LED TV",4.749 TL,339,4.4,407,6654 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Vestel Garantili,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1366 x 768,Smart TV | Yok,television_image_509.png
television,"Regal 43R654FC 43"" 109 Ekran Uydu Alıcılı Full HD Smart LED TV",7.399 TL,394,4.6,682,5301 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | Full HD,Garanti Tipi | Vestel Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 1920 x 1080,television_image_510.png
television,"Telenova Revo43 43"" 109 Ekran Uydu Alıcılı Full Hd Android13 Smart Led Tv 43S1101",6.599 TL,15,3.5,21,764 Favori,"Ekran Boyutu | 43"" / 109 Ekran",Görüntü Kalitesi | Full HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Telenova Garantili,Çözünürlük (Piksel) | 1920 x 1080,television_image_511.png
television,"Philips 65pus8887/12 Android 65"" 164 Ekran 4k Ultra Hd Led Televizyon 65PUS8887/12",34.400 TL,12,4.8,52,389 Favori,"Ekran Boyutu | 65"" / 165 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Philips TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_512.png
television,Altus AL32 Hd 6023 LED Televizyon ÖZY ALTUZ 32 İNÇ TV,3.894 TL,,,5,52 Favori,"Ekran Boyutu | 32"" / 81 Ekran",Görüntü Kalitesi | HD Ready,Garanti Tipi | Arçelik Garantili,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 1366 x 768,Smart TV | Yok,television_image_513.png
television,ONVO Ov55500 55 Inç 140 Ekran Uydu Alıcılı Smart 4k Ultra Hd Led Tv 1228021,10.999 TL,10,3.6,48,928 Favori,Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Ekran Boyutu | 55'' / 138 Ekran,Çözünürlük (Piksel) | 3840 x 2160,television_image_514.png
television,"Next YE-58020GFSG5 58"" 147 Ekran Uydu Alıcılı 4K Ultra HD Google Android LED TV",13.299 TL,,,,,"Ekran Boyutu | 58"" / 147 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Next Garantili,Çözünürlük (Piksel) | 3840 x 2160,television_image_515.png
television,Dijitsu 55ds8500 55'' Smart 3840 X 2160 Ultra Hd (4K) Android Led Tv DJT-004-0057,13.999 TL,,,2,,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Garanti Tipi | Dijitsu Garantili,Çözünürlük (Piksel) | 3840 x 2160,television_image_516.png
television,Grundig 75 GHU 8000 Uydu Alıcılı UHD 4K Google TV CK1T00,24.999 TL,3,5.0,4,264 Favori,"Ekran Boyutu | 75"" / 190 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Arçelik Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_517.png
television,"Philips 50PUS8507 50"" 127 Ekran Uydu Alıcılı 4K Ultra HD Android Smart LED TV TV-PUS8507",17.840 TL,101,4.9,271,3096 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Philips TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_518.png
television,Axen AX50FIL242 50'' 127 Ekran Uydu Alıcılı 4K Ultra HD WebOS Smart LED TV,8.898 TL,31,4.0,71,594 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Axen Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_519.png
television,"FOBEM MT50ES8000F 50"" 127 Ekran Uydu Alıcılı Full Hd Android Smart LED Tv (Çerçevesiz) EVİMALEM3517","8.866,93 TL",5,4.8,36,225 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_520.png
television,VESTEL 55UG9630 55'' 139 Ekran 4K Smart Google TV 20276712,14.599 TL,13,4.6,33,295 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Vestel Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_521.png
television,ONVO Ov55f950 55 2023 Google Tv Lisanslı'' Frameless Ultra Hd OV55F950,11.489 TL,18,4.0,40,392 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Smart TV | Var,Dahili Uydu Alıcı | Var,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,Renk | Siyah,HDR | Var,television_image_522.png
television,"Grundig 55ghu8500a 55"" 139 Ekran 4k Uhd Smart Google Tv 110017542",14.230 TL,2,3.0,20,195 Favori,Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Grundig Garantili,Smart TV | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Ekran Boyutu | 55'' / 138 Ekran,Dahili Uydu Alıcı | Yok,Renk | Beyaz,television_image_523.png
television,Altus AL50 UHD 9823 Google TV Ultra HD(4K) 2023 SÜRÜM,10.299 TL,1,5.0,10,107 Favori,"Ekran Boyutu | 50"" / 127 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Arçelik Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 3 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_524.png
television,"Samsung 98q80c 98"" 248 Ekran 4k Uhd Qled Tv 110016904",219.000 TL,,,1,124 Favori,Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Samsung TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | QLED,Garanti Süresi | 2 Yıl,"Ekran Boyutu | 98"" / 248 Ekran",Renk | Mor,television_image_525.png
television,"Samsung 55Q67C 55"" 139 Ekran Uydu Alıcılı 4K Ultra HD Smart QLED TV TV-Q67C",26.399 TL,4,4.0,12,471 Favori,"Ekran Boyutu | 55"" / 139 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Samsung TR Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | QLED,Garanti Süresi | 2 Yıl,Çözünürlük (Piksel) | 3840 x 2160,television_image_526.png
television,"Grundig 65ghu7505b 65"" 164 Ekran 4k Uhd Smart Android Tv 110017536",18.999 TL,2,5.0,11,192 Favori,"Ekran Boyutu | 65"" / 165 Ekran",Görüntü Kalitesi | 4K Ultra HD,Garanti Tipi | Resmi Distribütör Garantili,Smart TV | Var,Dahili Uydu Alıcı | Var,Görüntüleme Teknolojisi | LED,Garanti Süresi | 2 Yıl,Renk | Çok Renkli,television_image_527.png
smart-watch,Samsung Galaxy Watch6 Classic Bluetooth (47MM) Siyah SM-R960NZKATUR,6.775 TL,15,4.5,15,393 Favori,İşletim Tipi | Android,Garanti Tipi | Samsung TR Garantili,Renk | Siyah,Kasa Çapı | 37 mm,Kasa Renk | Siyah,Kordon Renk | Siyah,"Ekran Boyut Aralığı | 3"" - 3.5""",Batarya Kapasitesi Aralığı | 300-400 mAh,smart-watch_image_528.png
smart-watch,OTTO AVM Sim Kartlı Uzaktan Dinleme Özellikli Akıllı Çocuk Saati Z10 Z10 YEŞİL,489 TL,185,3.7,468,2903 Favori,Garanti Tipi | İthalatçı Garantili,Renk | Yeşil,Kasa Çapı | 31-35 mm,Kasa Renk | Yeşil,Kordon Renk | Yeşil,"Ekran Boyut Aralığı | 1"" - 1.5""",Batarya Kapasitesi Aralığı | 400-500 mAh,Adımsayar | Yok,smart-watch_image_529.png
smart-watch,Nfk Aksesuar Gt3 Max Porsche Uyumlu Akıllı Saat Porsche Gt3 Max Uyumlu Akıllı Saat watchporsch1,650 TL,,,1,,Garanti Tipi | Resmi Distribütör Garantili,İşletim Tipi | Android + iOS,Renk | Siyah,Kasa Çapı | 46 mm,Kasa Renk | Siyah,Kordon Renk | Siyah,"Ekran Boyut Aralığı | 1.5"" - 2""",Batarya Kapasitesi Aralığı | 300-400 mAh,smart-watch_image_530.png
